ULT_SUST_DEF,TALLA_INI_MIN,TALLA_FIN_MAX,MAR_CVE_N,MARCA,MODELO,COL_CVE_N,COLOR,CORRIDAS,DIV_CVE_N,DIVISION,SEC_CVE_N,SECCION,SBC_CVE_N,SUBCATEGORIA,CAT_CVE_N,CATEGORIA,FPLG_CVE_N,FAMILIA
120014,48,48,4288,PENINSOLAR,0702,1987,MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,5,DAMA,61,CARTERA/MONEDERO,1,ACCESORIO,893,MONEDERO SILICON (893)
124793,22,27,870,FLEXI,8105,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750,FLEXI BASICO (750)
120928,48,48,4762,WORLD WATCHES Y ACCESORIOS,0701,1987,MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,5,DAMA,61,CARTERA/MONEDERO,1,ACCESORIO,,
123456,48,48,4458,PRIVILEG TECHNOLOGY,AJ23,1987,MULTICOLOR,98,8,GENERALES,31,REPARACIONES ELECTRONICA,392,PUERTO UART,14,CELULAR,,
104286,43,43.5,2562,REGALOS SIGLO XXI,1480,1987,MULTICOLOR,92,4,HOME,15,COMEDOR Y COCINA,417,UTENSILIO DE SERVICIO,16,COMEDOR,,
104291,48,48,2562,REGALOS SIGLO XXI,5927,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
104298,48,48,2562,REGALOS SIGLO XXI,0403,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
104300,48,48,2562,REGALOS SIGLO XXI,6964,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,,
105228,25,32,1260,SHOOX SANTINI,4045,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764,VESTIR CHOCLO AGUJETA (1764)
106449,43,43.5,3126,CRISA,0030,4009,TRANSPARENTE,92,4,HOME,15,COMEDOR Y COCINA,417,UTENSILIO DE SERVICIO,16,COMEDOR,975,BOWLS (975)
106450,43,43.5,3126,CRISA,8875,839,ROSA,92,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
101923,48,48,2562,REGALOS SIGLO XXI,5325,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,229,RECIPIENTE PARA HORNEAR,15,COCINA,,
101926,48,48,2562,REGALOS SIGLO XXI,1339,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,,
108180,0.5,3.5,4516,MA SOURCING,9112,4970,NEGRO,"IC, PA",2,ROPA,5,DAMA,37,BLUSA,63,ROPA ABRIGADORA,116,CUELLO RUSO (116)
108068,43,43.5,3128,ANFORA,6013,501,GRIS,92,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,,
105320,48,48,3675,RICHFULL,Q12,1559,MORADO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
105321,48,48,3675,RICHFULL,Q12,839,ROSA,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
108507,48,48,3216,GOOD&GOOD,7004,619,NARANJA,98,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,,
108515,48,48,4288,PENINSOLAR,8194,1987,MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,5,DAMA,40,BOLSA,1,ACCESORIO,896,PLAYA (896)
108519,48,48,4592,RED DRAGON,7801,5039,IVORY,98,7,JOYERIA Y ACCESORIOS,5,DAMA,461,SOMBRERO,1,ACCESORIO,,
108521,48,48,4592,RED DRAGON,1000,5039,IVORY,98,7,JOYERIA Y ACCESORIOS,5,DAMA,461,SOMBRERO,1,ACCESORIO,,
108565,43,43.5,4590,ALPRO,175,501,GRIS,92,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,1018,OLLA (1018)
108569,43,43.5,4590,ALPRO,618,501,GRIS,92,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,1020,OLLA PALOMITAS (1020)
108570,48,48,4343,VASCONIA,6048,501,GRIS,98,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,1019,OLLA DE PRESION (1019)
103775,48,48,4458,PRIVILEG TECHNOLOGY,TV5+,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
107875,48,48,4549,VEK,0707,4970,NEGRO,98,7,JOYERIA Y ACCESORIOS,5,DAMA,40,BOLSA,1,ACCESORIO,,
107876,48,48,4549,VEK,0703,4970,NEGRO,98,7,JOYERIA Y ACCESORIOS,5,DAMA,40,BOLSA,1,ACCESORIO,,
105225,48,48,3814,AT&T TIEMPO AIRE,1616,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,132,IUSACELL,14,CELULAR,0,
108493,43,43.5,3392,CROWN BACCARA,GEMA,1987,MULTICOLOR,92,4,HOME,15,COMEDOR Y COCINA,284,VAJILLA,16,COMEDOR,,
108500,43,43.5,2750,T-FAL,6003,4970,NEGRO,92,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,1024,PALAS DE PLASTICO (1024)
99830,41,41,3455,GRAMMY1,1511,1696,BLACK,73,7,JOYERIA Y ACCESORIOS,5,DAMA,69,CINTURON,1,ACCESORIO,,
104241,25,32,1714,EESCORD,0070,2628,GRIS/AMARILLO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,1778,CAJA CLASICO (1778)
104254,22,27,1714,EESCORD,0070,5511,BLANCO/NEGRO/FIUSHA,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1777,CAJA FASHION (1777)
106799,43,43.5,3162,SABANAS UNIVERSAL,NIAL,1987,MULTICOLOR,92,4,HOME,17,DORMITORIO Y BAÑO,240,SABANA,25,DORMITORIO,1002,IMPRESAS (1002)
106800,43,43.5,3162,SABANAS UNIVERSAL,DUAL,1987,MULTICOLOR,92,4,HOME,17,DORMITORIO Y BAÑO,240,SABANA,25,DORMITORIO,1002,IMPRESAS (1002)
124151,25,32,2898,UNIDOS,518,382,CAFE,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707,CASUAL SPORT CHOCLO AGUJETA (1707)
127667,22,27,1694,OWEN,784,8631,OXFORD/MARINO/AMARILLO,SI,1,CALZADO,7,JUNIORS,42,BOTA,33,HIKER,1721,HIKER BN AGUJETA (1721)
127399,22,27,4814,LADY CORVET,6004,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,437,BL PISO (437)
130746,17,21.5,3411,IMPUCALZA,1109,382,CAFE,RN,1,CALZADO,9,NIÑO,244,SANDALIA,12,CASUAL,,
130749,22,27,1016,FLORIDA BLANCA,688,5509,NEGRO/BEIGE,SI,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,187,KIT BALLERINA REDONDA (187)
127945,25,32,1740,PIRMA BRASIL,786,3470,NEGRO/AZUL,CI,1,CALZADO,3,CABALLERO,27,BASKETBALL,79,TENIS DEPORTIVO,1795,BASQUETBOL TECNO EXPUESTA (1795)
124126,22,27,322,SEDUCTA,9012,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1681,B3/4 TACON ALTO ANCHO (1681)
128978,25,32,2898,UNIDOS,518,2534,MARINO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707,CASUAL SPORT CHOCLO AGUJETA (1707)
113694,48,48,4649,RMB INDUSTRIAL,0085,7888,NEGRO/TRANSPARENTE,98,4,HOME,19,GENERALES DEL HOGAR,12,ALMACENAMIENTO DECORATIVO,23,DECORACION,972,ALHAJEROS (972)
113696,48,48,4649,RMB INDUSTRIAL,0520,4002,TRASLUCIDO,98,4,HOME,19,GENERALES DEL HOGAR,325,ZAPATERA,1,ACCESORIO,,
113698,48,48,4649,RMB INDUSTRIAL,0523,5410,DARK BROWN,98,4,HOME,19,GENERALES DEL HOGAR,12,ALMACENAMIENTO DECORATIVO,23,DECORACION,,
102697,48,48,5587,USO GENERICO,2CJ6,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,454,AGUA EMBOTELLADA,112,BEBIDAS,,
129006,25,32,3180,OMAR CASTELL,3900,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721,HIKER BN AGUJETA (1721)
103634,48,48,4468,CYOSHIN ELECTRONICS,MCMN,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,267,SUMINISTRO DE ENERGIA,1,ACCESORIO,,
103635,48,48,4468,CYOSHIN ELECTRONICS,MCMC,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,267,SUMINISTRO DE ENERGIA,1,ACCESORIO,,
103636,48,48,4458,PRIVILEG TECHNOLOGY,SIBO,810,PLATA,98,3,ELECTRONICA,11,TELEFONIA CELULAR,267,SUMINISTRO DE ENERGIA,1,ACCESORIO,,
115640,48,48,4458,PRIVILEG TECHNOLOGY,A600,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
115646,48,48,4458,PRIVILEG TECHNOLOGY,F320,4440,ESPEJO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
115647,48,48,3690,YEPO,Y8,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
126156,48,48,4288,PENINSOLAR,3471,500,FIUSHA,98,7,JOYERIA Y ACCESORIOS,5,DAMA,126,GORRO/BOINA,3,ACCESORIO INVERNAL,848,CLOCHE (848)
126158,48,48,4288,PENINSOLAR,06,2534,MARINO,98,7,JOYERIA Y ACCESORIOS,5,DAMA,126,GORRO/BOINA,3,ACCESORIO INVERNAL,,
132061,22,27,1273,REEBOK DE MEXICO,5362,2179,BLANCO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,0,
107578,48,48,3690,YEPO,CUT3,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,235,ACC VARIOS,1,ACCESORIO,,
131733,22,27,4949,TOPWINNER,3711,382,CAFE,SI,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1676,BL TACON BAJO (1676)
129585,25,32,4270,PBF,4501,5656,TORNADO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1740,TRAB INDU BN AGUJETA SIN SEGUR (1740)
129591,25,31.5,4270,PBF,3560,4970,NEGRO,SP,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1739,TRAB INDU BN AGUJETA SEGUR (1739)
117369,22,27,369,VICENZA,6501,8046,ALPISTE,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,621,ZAP REDONDA PLAT C/TAC MEDIO (621)
132402,25,31.5,3548,BIO SHOES,6607,4970,NEGRO,SP,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710,CONFORT CHOCLO AGUJETA (1710)
132403,25,31.5,4791,CALZADO PAZSTOR,0105,4970,NEGRO,SP,1,CALZADO,3,CABALLERO,42,BOTA,17,CONFORT,1709,CONFORT BN CHUKKA (1709)
126181,1,3.5,3455,GRAMMY1,X101,4014,BLUE,PA,7,JOYERIA Y ACCESORIOS,5,DAMA,69,CINTURON,1,ACCESORIO,906,SENCILLO PVC (906)
126182,1,3.5,3455,GRAMMY1,X101,2024,WHITE,PA,7,JOYERIA Y ACCESORIOS,5,DAMA,69,CINTURON,1,ACCESORIO,,
126184,1,3.5,3455,GRAMMY1,X101,1696,BLACK,PA,7,JOYERIA Y ACCESORIOS,5,DAMA,69,CINTURON,1,ACCESORIO,906,SENCILLO PVC (906)
126187,1,3.5,3455,GRAMMY1,X101,500,FIUSHA,PA,7,JOYERIA Y ACCESORIOS,5,DAMA,69,CINTURON,1,ACCESORIO,906,SENCILLO PVC (906)
126208,48,48,4286,EVA ACCESORIOS,0604,8526,MENTA/GRIS,98,7,JOYERIA Y ACCESORIOS,8,NIÑA,461,SOMBRERO,1,ACCESORIO,,
126211,48,48,4286,EVA ACCESORIOS,0606,6903,GRIS/BEIGE,98,7,JOYERIA Y ACCESORIOS,8,NIÑA,461,SOMBRERO,1,ACCESORIO,874,FEDORA (874)
126217,48,48,4286,EVA ACCESORIOS,0608,2785,CAFE/ROSA,98,7,JOYERIA Y ACCESORIOS,5,DAMA,461,SOMBRERO,1,ACCESORIO,874,FEDORA (874)
126223,48,48,4286,EVA ACCESORIOS,0611,4970,NEGRO,98,7,JOYERIA Y ACCESORIOS,5,DAMA,461,SOMBRERO,1,ACCESORIO,,
132590,22,27,3923,MAEDAN,1200,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,192,MOCASIN CONFORT (192)
132828,25,32,4957,CARSON BOOTS,8000,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1752,VAQUERA BOTA LISA (1752)
118299,12,16,529,PANAM,2535,5532,FIUSHA/BLANCO,H9,1,CALZADO,8,NIÑA,244,SANDALIA,12,CASUAL,74,SAND TACON MEDIO ANCHO ROMANO (74)
132913,1,7,4516,MA SOURCING,I316,4970,NEGRO,IF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,118,ECONOMICO (118)
128704,48,48,3631,DISTRIBUIDORA CHATTIES,1013,1987,MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,5,DAMA,40,BOLSA,1,ACCESORIO,904,SATCHEL (904)
127499,25,32,1243,PONTIAC,640,8612,PLATA/MARINO/CIELO,CI,1,CALZADO,3,CABALLERO,85,CORRER,79,TENIS DEPORTIVO,1781,RUNNING (1781)
127440,1,7,4524,OHEI JEANS,RIKA,2179,BLANCO,IF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,373,MANGA LARGA BASICA (373)
127441,1,7,4524,OHEI JEANS,RIKA,4970,NEGRO,IF,2,ROPA,5,DAMA,37,BLUSA,64,ROPA CASUAL,373,MANGA LARGA BASICA (373)
108517,43,43.5,4013,COPELSA,UITA,2186,BLANCO/NEGRO,92,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,979,CERAMICA (979)
108528,48,48,4105,BORGONOVO,ACAS,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,1005,JARRA (1005)
108531,43,43.5,4105,BORGONOVO,V65,5187,CRISTALINO,92,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
121523,22,27,4796,SUNTEN,VAME,2179,BLANCO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,538,SERVICIO PHYLON (538)
111533,25,32,4485,DON JOSE,6007,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710,CONFORT CHOCLO AGUJETA (1710)
124233,25,32,4818,CALZADO ECCOFLEX,735,3166,CHOCO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,33,HIKER,1723,HIKER CHOCLO AGUJETA (1723)
126884,25,32,1740,PIRMA BRASIL,506,2639,NEGRO/NARANJA,CI,1,CALZADO,3,CABALLERO,121,FUTBOL,79,TENIS DEPORTIVO,1797,FUTBOL SOCCER (1797)
126026,22,27,369,VICENZA,6501,4970,NEGRO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,621,ZAP REDONDA PLAT C/TAC MEDIO (621)
107882,43,43.5,4013,COPELSA,VERA,1987,MULTICOLOR,92,4,HOME,15,COMEDOR Y COCINA,284,VAJILLA,16,COMEDOR,1061,VIDRIO OPALINA (1061)
107884,48,48,4343,VASCONIA,5275,501,GRIS,98,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,,
107886,43,43.5,2562,REGALOS SIGLO XXI,0506,1987,MULTICOLOR,92,4,HOME,15,COMEDOR Y COCINA,284,VAJILLA,16,COMEDOR,,
128104,48,48,4826,LIGHT INDUSTRIAL,0361,1697,RED,98,4,HOME,17,DORMITORIO Y BAÑO,119,FRAZADA,25,DORMITORIO,1033,POLAR BASICO LISO (1033)
128105,48,48,4826,LIGHT INDUSTRIAL,0361,4867,NAVY BLUE,98,4,HOME,17,DORMITORIO Y BAÑO,119,FRAZADA,25,DORMITORIO,1033,POLAR BASICO LISO (1033)
128106,48,48,4826,LIGHT INDUSTRIAL,0361,4426,GREY,98,4,HOME,17,DORMITORIO Y BAÑO,119,FRAZADA,25,DORMITORIO,,
128107,48,48,4826,LIGHT INDUSTRIAL,0361,457,CHOCOLATE,98,4,HOME,17,DORMITORIO Y BAÑO,119,FRAZADA,25,DORMITORIO,1033,POLAR BASICO LISO (1033)
128108,48,48,4826,LIGHT INDUSTRIAL,0072,4426,GREY,98,4,HOME,17,DORMITORIO Y BAÑO,119,FRAZADA,25,DORMITORIO,,
121647,43,43.5,4792,TRAVESSA,0007,2179,BLANCO,92,4,HOME,15,COMEDOR Y COCINA,11,ALMACENAMIENTO DE ALIMENTOS,15,COCINA,,
121649,43,43.5,4792,TRAVESSA,4002,2179,BLANCO,92,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,974,BATERIA (974)
121650,48,48,4792,TRAVESSA,4003,2179,BLANCO,98,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,,
121655,48,48,4792,TRAVESSA,2002,501,GRIS,98,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,1018,OLLA (1018)
121657,48,48,4792,TRAVESSA,2001,4970,NEGRO,98,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,,
128210,22,27,369,VICENZA,6501,2534,MARINO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,621,ZAP REDONDA PLAT C/TAC MEDIO (621)
121660,48,48,4792,TRAVESSA,1004,4970,NEGRO,98,4,HOME,15,COMEDOR Y COCINA,227,RECIPIENTE PARA COCCION,15,COCINA,1062,WOK (1062)
121661,43,43.5,4792,TRAVESSA,1001,4970,NEGRO,92,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,,
121675,48,48,4762,WORLD WATCHES Y ACCESORIOS,0705,1987,MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,5,DAMA,61,CARTERA/MONEDERO,1,ACCESORIO,,
127948,1,7,4516,MA SOURCING,0327,366,BEIGE,IF,2,ROPA,5,DAMA,115,FALDA,64,ROPA CASUAL,311,CORTA (311)
127153,22,27,4475,TENIS JALISCO,PORT,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1786,INYECTADO CLASICO (1786)
117810,0.5,3.5,4524,OHEI JEANS,GLOR,2179,BLANCO,"IC, PA",2,ROPA,5,DAMA,411,TOP,64,ROPA CASUAL,109,BASICO (109)
117811,0.5,3.5,4524,OHEI JEANS,GLOR,4970,NEGRO,"IC, PA",2,ROPA,5,DAMA,411,TOP,64,ROPA CASUAL,109,BASICO (109)
117816,0.5,3.5,4524,OHEI JEANS,GLOR,2534,MARINO,"IC, PA",2,ROPA,5,DAMA,411,TOP,64,ROPA CASUAL,109,BASICO (109)
114590,25,32,1740,PIRMA BRASIL,939,5306,NEGRO/AMARILLO,CI,1,CALZADO,3,CABALLERO,85,CORRER,79,TENIS DEPORTIVO,1783,TRAINING (1783)
119845,22,27,870,FLEXI,1202,4970,NEGRO,SI,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,748,FLEXI BALERINA (748)
120348,22,27,1273,REEBOK DE MEXICO,2240,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,78,TENIS CASUAL URBANO,0,
106040,25,32,956,LOBO SOLO,6171,848,SHEDRON,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,12,CASUAL,1725,SAND CASUAL CANGREJERA (1725)
121263,22,27,2743,STEFANA,7209,4970,NEGRO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,1900,VESTIR CUÑA (1900)
118505,48,48,4227,LIZLANDIA,4,7621,BEIGE/CORAL,98,7,JOYERIA Y ACCESORIOS,5,DAMA,461,SOMBRERO,1,ACCESORIO,848,CLOCHE (848)
118507,48,48,4227,LIZLANDIA,18,4898,BEIGE/REY,98,7,JOYERIA Y ACCESORIOS,5,DAMA,461,SOMBRERO,1,ACCESORIO,874,FEDORA (874)
118508,48,48,4227,LIZLANDIA,13,19,AZUL,98,7,JOYERIA Y ACCESORIOS,5,DAMA,461,SOMBRERO,1,ACCESORIO,833,ALA ANCHA (833)
118510,48,48,4227,LIZLANDIA,6,5537,BEIGE/MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,5,DAMA,461,SOMBRERO,1,ACCESORIO,834,ALA MEDIA (834)
95408,48,48,3915,FENGDA,487W,2562,VERDE,98,4,HOME,19,GENERALES DEL HOGAR,98,DETALLES DECORATIVOS,23,DECORACION,,
95481,48,48,4141,U-FORCE,AU11,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,22,AUDIO,1,ACCESORIO,,
95482,48,48,4141,U-FORCE,BA11,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,267,SUMINISTRO DE ENERGIA,1,ACCESORIO,,
95886,48,48,3675,RICHFULL,CARF,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,267,SUMINISTRO DE ENERGIA,1,ACCESORIO,,
95891,48,48,2030,IMPORTAMEX,9217,1987,MULTICOLOR,98,4,HOME,19,GENERALES DEL HOGAR,92,DECORATIVOS DE TEMPORADA,23,DECORACION,1049,TEMPORADA (1049)
96378,22,27,2754,ADDICTION TO COMFORT,403,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1890,CERRADO LICRA (1890)
96388,1,3.5,4334,FLEX WALK,URNA,501,GRIS,PA,5,CUIDADO PERSONAL,16,CUIDADO DEL CUERPO,164,MANICURE Y PEDICURE,32,HIGIENE PERSONAL,0,
96392,22,32,3248,NIABBAL´S,NGEL,619,NARANJA,GO,1,CALZADO,12,UNISEX,3,ACCESORIO DE CALZADO,1,ACCESORIO,0,
96395,1,1,3248,NIABBAL´S,ALLO,4009,TRANSPARENTE,DL,5,CUIDADO PERSONAL,16,CUIDADO DEL CUERPO,164,MANICURE Y PEDICURE,32,HIGIENE PERSONAL,0,
95536,48,48,3675,RICHFULL,Q12,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
95537,48,48,4320,KARASNN,H6,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
95538,48,48,4320,KARASNN,H8,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
94928,48,48,3690,YEPO,BAT3,1987,MULTICOLOR,98,3,ELECTRONICA,11,TELEFONIA CELULAR,267,SUMINISTRO DE ENERGIA,1,ACCESORIO,,
94867,25,32,1543,ROMANO,000S,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721,HIKER BN AGUJETA (1721)
94870,25,30,1543,ROMANO,001S,382,CAFE,Y1,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721,HIKER BN AGUJETA (1721)
97366,48,48,4306,SHENZHEN AEROSPACE,SAUB,2179,BLANCO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,267,SUMINISTRO DE ENERGIA,1,ACCESORIO,,
96723,22,27,870,FLEXI,5807,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,751,FLEXI SERVICIO (751)
96026,48,48,1496,GARDI,GALO,2179,BLANCO,98,7,JOYERIA Y ACCESORIOS,5,DAMA,61,CARTERA/MONEDERO,1,ACCESORIO,,
94691,48,48,4306,SHENZHEN AEROSPACE,CK10,839,ROSA,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
94692,48,48,4306,SHENZHEN AEROSPACE,H01,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
94693,48,48,4316,SMART CHOICE,G360,2179,BLANCO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
94694,48,48,4316,SMART CHOICE,G360,4970,NEGRO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
87814,48,48,4141,U-FORCE,2011,1696,BLACK,98,3,ELECTRONICA,11,TELEFONIA CELULAR,157,LIBRE,14,CELULAR,,
87933,43,43.5,4013,COPELSA,BOST,5187,CRISTALINO,92,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
87934,48,48,2039,FOOD KEEPERS,1825,1987,MULTICOLOR,98,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
87941,48,48,2039,FOOD KEEPERS,0071,1987,MULTICOLOR,98,4,HOME,19,GENERALES DEL HOGAR,12,ALMACENAMIENTO DECORATIVO,23,DECORACION,,
95355,1,4,3569,TOWEL,TIN1,500,FIUSHA,C8,4,HOME,17,DORMITORIO Y BAÑO,273,TOALLA,7,BAÑO,,
96456,43,43.5,3126,CRISA,7895,1987,MULTICOLOR,92,4,HOME,15,COMEDOR Y COCINA,228,RECIPIENTE PARA BEBIDAS,16,COMEDOR,,
124342,48,48,4792,TRAVESSA,2019,5023,BLANCO/PLATA,98,4,HOME,15,COMEDOR Y COCINA,282,UTENSILIO DE PREPARACION,15,COCINA,,
126061,22,27,1017,MOC-MEN,0812,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,83,VESTIR,35,SAND MEDIA PLAT MEDIO ROMANO (35)
124748,22,27,3038,TROSSOS,404,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1665,BN/BC PISO (1665)
126718,22,27,4582,COMERCER,TNEY,2179,BLANCO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,,
126759,48,48,3815,MOVISTAR,RIAE,2179,BLANCO,98,3,ELECTRONICA,11,TELEFONIA CELULAR,187,MOVISTAR,14,CELULAR,,
123714,48,48,4288,PENINSOLAR,628,2186,BLANCO/NEGRO,98,7,JOYERIA Y ACCESORIOS,12,UNISEX,380,PARAGUAS,1,ACCESORIO,,
123715,48,48,4288,PENINSOLAR,301L,1987,MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,12,UNISEX,380,PARAGUAS,1,ACCESORIO,,
123716,48,48,4288,PENINSOLAR,CH15,1987,MULTICOLOR,98,7,JOYERIA Y ACCESORIOS,12,UNISEX,380,PARAGUAS,1,ACCESORIO,,
123884,25,32,614,BOOST,401,571,MIEL,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1739,TRAB INDU BN AGUJETA SEGUR (1739)
